billing_period,date,account_id,service,usage_type,region,cost_usd,usage_quantity
2026-03,2026-03-09,acct_003,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,139.43,576.40
2026-03,2026-03-09,acct_003,AWSLambda,Lambda-GB-Second,us-east-1,24.93,1478454.66
2026-03,2026-03-09,acct_003,AWSLambda,Lambda-GB-Second,us-west-2,28.63,1721823.21
2026-03,2026-03-09,acct_003,AWSLambda,Lambda-GB-Second,eu-central-1,19.87,1191856.61
2026-03,2026-03-09,acct_003,AmazonCloudWatch,MetricMonitorUsage,us-east-1,17.79,59.98
2026-03,2026-03-09,acct_003,AmazonCloudWatch,MetricMonitorUsage,us-west-2,14.28,46.94
2026-03,2026-03-09,acct_003,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,16.31,53.11
2026-03,2026-03-09,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,66.87,667.26
2026-03,2026-03-09,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,71.82,705.79
2026-03,2026-03-09,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,69.82,697.48
2026-03,2026-03-09,acct_004,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,481.22,2472.05
2026-03,2026-03-09,acct_004,AmazonS3,TimedStorage-ByteHrs,eu-central-1,141.39,6188811.91
2026-03,2026-03-09,acct_004,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,404.97,1704.37
2026-03,2026-03-09,acct_004,AWSLambda,Lambda-GB-Second,eu-central-1,56.86,3377287.75
2026-03,2026-03-09,acct_004,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,22.44,75.89
2026-03,2026-03-09,acct_004,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,97.55,989.94
2026-03,2026-03-09,acct_005,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,1173.96,6134.55
2026-03,2026-03-09,acct_005,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,1010.97,5300.26
2026-03,2026-03-09,acct_005,AmazonS3,TimedStorage-ByteHrs,us-east-1,281.55,12195882.03
2026-03,2026-03-09,acct_005,AmazonS3,TimedStorage-ByteHrs,us-west-2,299.75,13014050.48
2026-03,2026-03-09,acct_005,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,490.67,2056.72
2026-03,2026-03-09,acct_005,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,523.25,2190.87
2026-03,2026-03-09,acct_005,AWSLambda,Lambda-GB-Second,us-east-1,110.89,6572675.11
2026-03,2026-03-09,acct_005,AWSLambda,Lambda-GB-Second,us-west-2,219.20,13355487.79
2026-03,2026-03-09,acct_005,AmazonCloudWatch,MetricMonitorUsage,us-east-1,62.47,207.42
2026-03,2026-03-09,acct_005,AmazonCloudWatch,MetricMonitorUsage,us-west-2,56.40,190.58
2026-03,2026-03-09,acct_005,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,222.69,2212.77
2026-03,2026-03-09,acct_005,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,263.53,2634.03
2026-03,2026-03-09,acct_006,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,449.81,2310.00
2026-03,2026-03-09,acct_006,AmazonS3,TimedStorage-ByteHrs,us-east-1,93.96,4169960.24
2026-03,2026-03-09,acct_006,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,167.64,696.66
2026-03,2026-03-09,acct_006,AWSLambda,Lambda-GB-Second,us-east-1,29.68,1800200.61
2026-03,2026-03-09,acct_006,AmazonCloudWatch,MetricMonitorUsage,us-east-1,17.84,59.40
2026-03,2026-03-09,acct_006,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,65.93,669.58
2026-03,2026-03-09,acct_007,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,713.02,3712.47
2026-03,2026-03-09,acct_007,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,573.66,3033.68
2026-03,2026-03-09,acct_007,AmazonS3,TimedStorage-ByteHrs,eu-west-1,160.81,6914366.66
2026-03,2026-03-09,acct_007,AmazonS3,TimedStorage-ByteHrs,eu-central-1,140.64,6075405.49
2026-03,2026-03-09,acct_007,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,284.85,1179.50
2026-03,2026-03-09,acct_007,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,332.73,1381.16
2026-03,2026-03-09,acct_007,AWSLambda,Lambda-GB-Second,eu-west-1,76.29,4544233.22
2026-03,2026-03-09,acct_007,AWSLambda,Lambda-GB-Second,eu-central-1,74.59,4561518.07
2026-03,2026-03-09,acct_007,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,33.34,111.55
2026-03,2026-03-09,acct_007,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,29.16,98.70
2026-03,2026-03-09,acct_007,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,129.69,1310.50
2026-03,2026-03-09,acct_007,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,139.25,1401.07
2026-03,2026-03-09,acct_008,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,604.73,3135.40
2026-03,2026-03-09,acct_008,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,657.01,3395.96
2026-03,2026-03-09,acct_008,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,642.87,3335.22
2026-03,2026-03-09,acct_008,AmazonS3,TimedStorage-ByteHrs,us-east-1,153.25,6632417.89
2026-03,2026-03-09,acct_008,AmazonS3,TimedStorage-ByteHrs,us-west-2,152.09,6541717.72
2026-03,2026-03-09,acct_008,AmazonS3,TimedStorage-ByteHrs,eu-west-1,155.05,6744115.54
2026-03,2026-03-09,acct_008,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,267.50,1113.95
2026-03,2026-03-09,acct_008,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,280.07,1159.77
2026-03,2026-03-09,acct_008,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,275.42,1136.05
2026-03,2026-03-09,acct_008,AWSLambda,Lambda-GB-Second,us-east-1,102.20,6196658.14
2026-03,2026-03-09,acct_008,AWSLambda,Lambda-GB-Second,us-west-2,67.31,4086016.03
2026-03,2026-03-09,acct_008,AWSLambda,Lambda-GB-Second,eu-west-1,42.55,2488004.36
2026-03,2026-03-09,acct_008,AmazonCloudWatch,MetricMonitorUsage,us-east-1,29.62,97.37
2026-03,2026-03-09,acct_008,AmazonCloudWatch,MetricMonitorUsage,us-west-2,29.95,100.05
2026-03,2026-03-09,acct_008,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,34.51,113.72
2026-03,2026-03-09,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,125.48,1255.01
2026-03,2026-03-09,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,129.87,1291.98
2026-03,2026-03-09,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,144.84,1446.93
2026-03,2026-03-10,acct_001,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,1719.98,8887.42
2026-03,2026-03-10,acct_001,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,1553.68,8087.26
2026-03,2026-03-10,acct_001,AmazonS3,TimedStorage-ByteHrs,us-east-1,344.22,15060524.53
2026-03,2026-03-10,acct_001,AmazonS3,TimedStorage-ByteHrs,eu-west-1,355.59,15049079.72
2026-03,2026-03-10,acct_001,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,490.46,2069.58
2026-03,2026-03-10,acct_001,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,720.01,3056.65
2026-03,2026-03-10,acct_001,AWSLambda,Lambda-GB-Second,us-east-1,158.56,9390478.32
2026-03,2026-03-10,acct_001,AWSLambda,Lambda-GB-Second,eu-west-1,154.00,9240974.55
2026-03,2026-03-10,acct_001,AmazonCloudWatch,MetricMonitorUsage,us-east-1,63.26,214.35
2026-03,2026-03-10,acct_001,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,88.32,295.82
2026-03,2026-03-10,acct_001,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,302.07,2981.55
2026-03,2026-03-10,acct_001,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,350.39,3506.62
2026-03,2026-03-10,acct_002,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,1570.74,8220.32
2026-03,2026-03-10,acct_002,AmazonS3,TimedStorage-ByteHrs,us-west-2,365.29,15905544.60
2026-03,2026-03-10,acct_002,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,688.46,2899.77
2026-03,2026-03-10,acct_002,AWSLambda,Lambda-GB-Second,us-west-2,171.75,10424248.19
2026-03,2026-03-10,acct_002,AmazonCloudWatch,MetricMonitorUsage,us-west-2,79.89,265.95
2026-03,2026-03-10,acct_002,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,287.07,2892.55
2026-03,2026-03-10,acct_003,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,260.26,1348.91
2026-03,2026-03-10,acct_003,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,285.28,1487.62
2026-03,2026-03-10,acct_003,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,225.14,1169.90
2026-03,2026-03-10,acct_003,AmazonS3,TimedStorage-ByteHrs,us-east-1,78.06,3381236.33
2026-03,2026-03-10,acct_003,AmazonS3,TimedStorage-ByteHrs,us-west-2,71.65,3120131.55
2026-03,2026-03-10,acct_003,AmazonS3,TimedStorage-ByteHrs,eu-central-1,72.42,3116480.40
2026-03,2026-03-10,acct_003,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,141.00,593.35
2026-03,2026-03-10,acct_003,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,127.47,529.15
2026-03,2026-03-10,acct_003,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,125.34,527.17
2026-03,2026-03-10,acct_003,AWSLambda,Lambda-GB-Second,us-east-1,30.46,1811885.73
2026-03,2026-03-10,acct_003,AWSLambda,Lambda-GB-Second,us-west-2,32.66,1936151.73
2026-03,2026-03-10,acct_003,AWSLambda,Lambda-GB-Second,eu-central-1,27.49,1625210.86
2026-03,2026-03-10,acct_003,AmazonCloudWatch,MetricMonitorUsage,us-east-1,13.43,45.36
2026-03,2026-03-10,acct_003,AmazonCloudWatch,MetricMonitorUsage,us-west-2,14.03,46.97
2026-03,2026-03-10,acct_003,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,13.89,46.66
2026-03,2026-03-10,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,56.54,565.63
2026-03,2026-03-10,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,61.52,629.52
2026-03,2026-03-10,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,67.63,672.29
2026-03,2026-03-10,acct_004,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,548.67,2918.74
2026-03,2026-03-10,acct_004,AmazonS3,TimedStorage-ByteHrs,eu-central-1,113.01,4872157.89
2026-03,2026-03-10,acct_004,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,354.15,1469.49
2026-03,2026-03-10,acct_004,AWSLambda,Lambda-GB-Second,eu-central-1,59.54,3525560.72
2026-03,2026-03-10,acct_004,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,31.75,104.32
2026-03,2026-03-10,acct_004,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,107.09,1082.10
2026-03,2026-03-10,acct_005,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,1103.47,5690.96
2026-03,2026-03-10,acct_005,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,858.44,4460.77
2026-03,2026-03-10,acct_005,AmazonS3,TimedStorage-ByteHrs,us-east-1,260.24,11338203.19
2026-03,2026-03-10,acct_005,AmazonS3,TimedStorage-ByteHrs,us-west-2,242.33,10621582.78
2026-03,2026-03-10,acct_005,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,517.39,2159.87
2026-03,2026-03-10,acct_005,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,591.28,2452.90
2026-03,2026-03-10,acct_005,AWSLambda,Lambda-GB-Second,us-east-1,98.72,5890876.72
2026-03,2026-03-10,acct_005,AWSLambda,Lambda-GB-Second,us-west-2,127.17,7623539.06
2026-03,2026-03-10,acct_005,AmazonCloudWatch,MetricMonitorUsage,us-east-1,52.95,172.93
2026-03,2026-03-10,acct_005,AmazonCloudWatch,MetricMonitorUsage,us-west-2,54.57,182.56
2026-03,2026-03-10,acct_005,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,237.23,2400.72
2026-03,2026-03-10,acct_005,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,264.89,2669.05
2026-03,2026-03-10,acct_006,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,431.42,2264.20
2026-03,2026-03-10,acct_006,AmazonS3,TimedStorage-ByteHrs,us-east-1,104.28,4617884.59
2026-03,2026-03-10,acct_006,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,181.07,759.79
2026-03,2026-03-10,acct_006,AWSLambda,Lambda-GB-Second,us-east-1,36.12,2166264.39
2026-03,2026-03-10,acct_006,AmazonCloudWatch,MetricMonitorUsage,us-east-1,18.42,61.78
2026-03,2026-03-10,acct_006,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,70.18,700.46
2026-03,2026-03-10,acct_007,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,499.06,2644.06
2026-03,2026-03-10,acct_007,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,642.94,3363.89
2026-03,2026-03-10,acct_007,AmazonS3,TimedStorage-ByteHrs,eu-west-1,183.97,8022912.60
2026-03,2026-03-10,acct_007,AmazonS3,TimedStorage-ByteHrs,eu-central-1,198.65,8529713.11
2026-03,2026-03-10,acct_007,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,358.25,1508.94
2026-03,2026-03-10,acct_007,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,321.07,1356.86
2026-03,2026-03-10,acct_007,AWSLambda,Lambda-GB-Second,eu-west-1,54.66,3270125.17
2026-03,2026-03-10,acct_007,AWSLambda,Lambda-GB-Second,eu-central-1,95.84,5642749.89
2026-03,2026-03-10,acct_007,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,36.83,123.42
2026-03,2026-03-10,acct_007,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,41.78,137.08
2026-03,2026-03-10,acct_007,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,168.22,1672.83
2026-03,2026-03-10,acct_007,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,134.88,1332.32
2026-03,2026-03-10,acct_008,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,500.63,2617.96
2026-03,2026-03-10,acct_008,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,482.05,2529.28
2026-03,2026-03-10,acct_008,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,512.17,2635.21
2026-03,2026-03-10,acct_008,AmazonS3,TimedStorage-ByteHrs,us-east-1,141.23,6161029.62
2026-03,2026-03-10,acct_008,AmazonS3,TimedStorage-ByteHrs,us-west-2,146.20,6358526.43
2026-03,2026-03-10,acct_008,AmazonS3,TimedStorage-ByteHrs,eu-west-1,161.29,7088314.66
2026-03,2026-03-10,acct_008,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,272.06,1121.73
2026-03,2026-03-10,acct_008,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,278.92,1167.64
2026-03,2026-03-10,acct_008,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,252.44,1042.48
2026-03,2026-03-10,acct_008,AWSLambda,Lambda-GB-Second,us-east-1,57.07,3416887.09
2026-03,2026-03-10,acct_008,AWSLambda,Lambda-GB-Second,us-west-2,51.88,3134558.35
2026-03,2026-03-10,acct_008,AWSLambda,Lambda-GB-Second,eu-west-1,46.40,2739813.70
2026-03,2026-03-10,acct_008,AmazonCloudWatch,MetricMonitorUsage,us-east-1,29.80,99.17
2026-03,2026-03-10,acct_008,AmazonCloudWatch,MetricMonitorUsage,us-west-2,25.54,84.61
2026-03,2026-03-10,acct_008,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,29.19,96.93
2026-03,2026-03-10,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,122.99,1221.80
2026-03,2026-03-10,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,144.08,1447.87
2026-03,2026-03-10,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,114.47,1145.78
2026-03,2026-03-11,acct_001,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,1455.42,7672.41
2026-03,2026-03-11,acct_001,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,1246.76,6543.39
2026-03,2026-03-11,acct_001,AmazonS3,TimedStorage-ByteHrs,us-east-1,355.63,15692977.90
2026-03,2026-03-11,acct_001,AmazonS3,TimedStorage-ByteHrs,eu-west-1,401.16,17476090.65
2026-03,2026-03-11,acct_001,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,645.54,2703.36
2026-03,2026-03-11,acct_001,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,644.46,2730.39
2026-03,2026-03-11,acct_001,AWSLambda,Lambda-GB-Second,us-east-1,160.62,9598434.04
2026-03,2026-03-11,acct_001,AWSLambda,Lambda-GB-Second,eu-west-1,153.08,9073571.33
2026-03,2026-03-11,acct_001,AmazonCloudWatch,MetricMonitorUsage,us-east-1,77.35,255.72
2026-03,2026-03-11,acct_001,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,79.82,262.63
2026-03,2026-03-11,acct_001,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,306.59,3101.12
2026-03,2026-03-11,acct_001,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,243.91,2488.28
2026-03,2026-03-11,acct_002,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,1547.12,8069.29
2026-03,2026-03-11,acct_002,AmazonS3,TimedStorage-ByteHrs,us-west-2,422.10,18485561.81
2026-03,2026-03-11,acct_002,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,766.73,3226.57
2026-03,2026-03-11,acct_002,AWSLambda,Lambda-GB-Second,us-west-2,188.69,11521022.19
2026-03,2026-03-11,acct_002,AmazonCloudWatch,MetricMonitorUsage,us-west-2,88.92,302.21
2026-03,2026-03-11,acct_002,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,359.55,3530.57
2026-03,2026-03-11,acct_003,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,353.77,1831.98
2026-03,2026-03-11,acct_003,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,331.47,1726.86
2026-03,2026-03-11,acct_003,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,323.86,1675.17
2026-03,2026-03-11,acct_003,AmazonS3,TimedStorage-ByteHrs,us-east-1,76.59,3321391.88
2026-03,2026-03-11,acct_003,AmazonS3,TimedStorage-ByteHrs,us-west-2,82.59,3606450.70
2026-03,2026-03-11,acct_003,AmazonS3,TimedStorage-ByteHrs,eu-central-1,79.92,3399538.91
2026-03,2026-03-11,acct_003,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,140.31,587.00
2026-03,2026-03-11,acct_003,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,142.10,597.77
2026-03,2026-03-11,acct_003,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,134.48,560.60
2026-03,2026-03-11,acct_003,AWSLambda,Lambda-GB-Second,us-east-1,38.29,2245055.56
2026-03,2026-03-11,acct_003,AWSLambda,Lambda-GB-Second,us-west-2,36.45,2179667.52
2026-03,2026-03-11,acct_003,AWSLambda,Lambda-GB-Second,eu-central-1,28.54,1718089.41
2026-03,2026-03-11,acct_003,AmazonCloudWatch,MetricMonitorUsage,us-east-1,17.31,58.29
2026-03,2026-03-11,acct_003,AmazonCloudWatch,MetricMonitorUsage,us-west-2,15.06,50.63
2026-03,2026-03-11,acct_003,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,17.07,56.86
2026-03,2026-03-11,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,58.15,577.81
2026-03,2026-03-11,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,66.07,660.38
2026-03,2026-03-11,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,54.88,539.51
2026-03,2026-03-11,acct_004,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,558.41,2892.48
2026-03,2026-03-11,acct_004,AmazonS3,TimedStorage-ByteHrs,eu-central-1,138.00,6074523.52
2026-03,2026-03-11,acct_004,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,329.17,1370.92
2026-03,2026-03-11,acct_004,AWSLambda,Lambda-GB-Second,eu-central-1,61.20,3685770.97
2026-03,2026-03-11,acct_004,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,31.19,102.60
2026-03,2026-03-11,acct_004,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,119.80,1210.36
2026-03,2026-03-11,acct_005,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,1083.64,5636.22
2026-03,2026-03-11,acct_005,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,1117.16,5838.62
2026-03,2026-03-11,acct_005,AmazonS3,TimedStorage-ByteHrs,us-east-1,298.72,13060567.23
2026-03,2026-03-11,acct_005,AmazonS3,TimedStorage-ByteHrs,us-west-2,253.81,11144564.44
2026-03,2026-03-11,acct_005,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,548.12,2288.08
2026-03,2026-03-11,acct_005,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,458.60,1908.66
2026-03,2026-03-11,acct_005,AWSLambda,Lambda-GB-Second,us-east-1,139.88,8296678.81
2026-03,2026-03-11,acct_005,AWSLambda,Lambda-GB-Second,us-west-2,119.17,7049583.38
2026-03,2026-03-11,acct_005,AmazonCloudWatch,MetricMonitorUsage,us-east-1,60.93,203.45
2026-03,2026-03-11,acct_005,AmazonCloudWatch,MetricMonitorUsage,us-west-2,46.97,157.13
2026-03,2026-03-11,acct_005,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,231.51,2327.02
2026-03,2026-03-11,acct_005,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,226.42,2246.06
2026-03,2026-03-11,acct_006,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,328.80,1703.27
2026-03,2026-03-11,acct_006,AmazonS3,TimedStorage-ByteHrs,us-east-1,89.64,3903132.89
2026-03,2026-03-11,acct_006,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,164.43,682.22
2026-03,2026-03-11,acct_006,AWSLambda,Lambda-GB-Second,us-east-1,35.14,2161380.90
2026-03,2026-03-11,acct_006,AmazonCloudWatch,MetricMonitorUsage,us-east-1,17.84,59.12
2026-03,2026-03-11,acct_006,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,103.35,1037.87
2026-03,2026-03-11,acct_007,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,558.50,2933.39
2026-03,2026-03-11,acct_007,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,591.77,3110.15
2026-03,2026-03-11,acct_007,AmazonS3,TimedStorage-ByteHrs,eu-west-1,162.78,7046104.06
2026-03,2026-03-11,acct_007,AmazonS3,TimedStorage-ByteHrs,eu-central-1,201.63,8816256.54
2026-03,2026-03-11,acct_007,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,331.11,1385.63
2026-03,2026-03-11,acct_007,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,306.83,1286.29
2026-03,2026-03-11,acct_007,AWSLambda,Lambda-GB-Second,eu-west-1,88.40,5311143.77
2026-03,2026-03-11,acct_007,AWSLambda,Lambda-GB-Second,eu-central-1,101.34,6132126.41
2026-03,2026-03-11,acct_007,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,35.49,118.60
2026-03,2026-03-11,acct_007,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,35.24,116.01
2026-03,2026-03-11,acct_007,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,136.84,1371.40
2026-03,2026-03-11,acct_007,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,135.30,1357.55
2026-03,2026-03-11,acct_008,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,566.28,2972.18
2026-03,2026-03-11,acct_008,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,622.98,3250.09
2026-03,2026-03-11,acct_008,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,448.30,2376.68
2026-03,2026-03-11,acct_008,AmazonS3,TimedStorage-ByteHrs,us-east-1,146.52,6365180.94
2026-03,2026-03-11,acct_008,AmazonS3,TimedStorage-ByteHrs,us-west-2,145.02,6274503.16
2026-03,2026-03-11,acct_008,AmazonS3,TimedStorage-ByteHrs,eu-west-1,173.08,7629359.68
2026-03,2026-03-11,acct_008,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,287.01,1194.60
2026-03,2026-03-11,acct_008,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,289.70,1207.96
2026-03,2026-03-11,acct_008,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,274.36,1147.03
2026-03,2026-03-11,acct_008,AWSLambda,Lambda-GB-Second,us-east-1,61.16,3678885.81
2026-03,2026-03-11,acct_008,AWSLambda,Lambda-GB-Second,us-west-2,66.28,4000976.64
2026-03,2026-03-11,acct_008,AWSLambda,Lambda-GB-Second,eu-west-1,56.52,3415304.84
2026-03,2026-03-11,acct_008,AmazonCloudWatch,MetricMonitorUsage,us-east-1,28.20,93.47
2026-03,2026-03-11,acct_008,AmazonCloudWatch,MetricMonitorUsage,us-west-2,28.89,95.28
2026-03,2026-03-11,acct_008,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,34.89,115.18
2026-03,2026-03-11,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,114.45,1158.83
2026-03,2026-03-11,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,118.33,1181.09
2026-03,2026-03-11,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,111.63,1125.58
2026-03,2026-03-12,acct_001,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,1571.29,8244.28
2026-03,2026-03-12,acct_001,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,1506.77,7853.54
2026-03,2026-03-12,acct_001,AmazonS3,TimedStorage-ByteHrs,us-east-1,338.14,14581952.87
2026-03,2026-03-12,acct_001,AmazonS3,TimedStorage-ByteHrs,eu-west-1,401.13,17573891.39
2026-03,2026-03-12,acct_001,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,621.67,2591.32
2026-03,2026-03-12,acct_001,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,638.06,2628.57
2026-03,2026-03-12,acct_001,AWSLambda,Lambda-GB-Second,us-east-1,162.76,9725141.47
2026-03,2026-03-12,acct_001,AWSLambda,Lambda-GB-Second,eu-west-1,141.81,8382753.40
2026-03,2026-03-12,acct_001,AmazonCloudWatch,MetricMonitorUsage,us-east-1,58.25,193.44
2026-03,2026-03-12,acct_001,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,71.01,234.62
2026-03,2026-03-12,acct_001,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,323.72,3235.04
2026-03,2026-03-12,acct_001,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,322.48,3218.90
